FDT_STA_ID,STA_DESC,FDT_DATE_TIME,FDT_DEPTH,FDT_COMMENT,FDT_FIELD_PH,FDT_TEMP_CELCIUS,DO_mg_L,Method.Used.for.DO,FDT_SPECIFIC_CONDUCTANCE,NITROGEN_mg_L,Method.Used.for.Nitrogen,AMMONIA_mg_L,NOX_mg_L,Method.used.to.detemine.NOx,NITROGEN_KJELDAHL_TOTAL_00625_mg_L,PHOSPHORUS_TOTAL_00665_mg_L,PHOSPHORUS_TOTAL_ORTHOPHOSPHATE_70507_mg_L,HARDNESS_TOTAL_00900_mg_L,CHLORIDE_mg_L,Method.used.to.determine.Chloride,SULFATE_mg_L,Method.used.to.determine.Sulfate,ECOLI,RMK_ECOLI,ENTEROCOCCI,RMK_ENTEROCOCCI,FECAL_COLI,RMK_FECAL_COLI,CHLOROPHYLL_A_ug_L,TSS_mg_L,SECCHI_DEPTH_M,NOx_TKN_Sum,Latitude,Longitude,STA_LV1_CODE,STA_LV3_CODE,LV3_DESCRIPTION,geom
4ABWR002.50,Lower Blackwater River - SML,4/27/95 12:30,0.3,STORET DATA CONVERSION,8.5,15.7,10.71,1.0,140.0,0.37,2.0,0.04,0.17,2.0,0.2,0.01,0.01,,7.7,1.0,11.0,1.0,,,,,100.0,,,3.0,,0.17,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,4/27/95 12:40,29.99,STORET DATA CONVERSION,8.1,6.7,8.61,1.0,115.0,0.44,2.0,0.04,0.34,2.0,0.1,0.02,0.01,,8.0,1.0,11.4,1.0,,,,,,,,17.0,,0.34,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,4/27/95 12:50,15.0,STORET DATA CONVERSION,8.0,9.3,9.94,1.0,125.0,0.51,2.0,0.04,0.31,2.0,0.2,0.01,0.01,,8.4,1.0,11.9,1.0,,,,,,,,3.0,,0.31,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,6/29/95 12:00,0.3,STORET DATA CONVERSION,8.63,24.46,8.78,1.0,158.0,0.45,2.0,0.04,0.05,2.0,0.4,0.02,0.02,,7.1,1.0,10.2,1.0,,,,,100.0,,,3.0,,0.05,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,4/25/96 12:00,0.3,STORET DATA CONVERSION,8.24,13.0,10.69,1.0,105.0,0.55,2.0,0.04,0.35,2.0,0.2,0.02,0.01,,6.9,1.0,9.1,1.0,,,,,100.0,,,3.0,1.9,0.35,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,4/25/96 12:10,32.99,STORET DATA CONVERSION,7.8,6.52,9.94,1.0,120.0,0.54,2.0,0.04,0.34,2.0,0.2,0.02,0.02,,8.6,1.0,11.1,1.0,,,,,,,,6.0,,0.34,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,6/18/96 13:30,1.0,STORET DATA CONVERSION,8.26,28.8,7.2,1.0,160.0,0.36,2.0,0.04,0.06,2.0,0.3,0.02,0.01,,7.8,1.0,9.9,1.0,,,,,100.0,,,3.0,,0.06,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,6/18/96 13:40,41.99,STORET DATA CONVERSION,7.84,8.6,3.3,1.0,100.0,0.77,2.0,0.04,0.47,2.0,0.3,0.02,0.01,,6.8,1.0,9.5,1.0,,,,,,,,6.0,,0.47,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,6/18/96 13:50,20.99,STORET DATA CONVERSION,8.0,12.5,6.5,1.0,130.0,0.75,2.0,0.04,0.45,2.0,0.3,0.02,0.02,,8.9,1.0,11.5,1.0,,,,,,,,3.0,,0.45,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,8/8/96 12:00,0.3,STORET DATA CONVERSION,8.89,27.3,8.7,1.0,180.0,0.45,2.0,0.05,0.05,2.0,0.4,0.01,0.01,,9.1,1.0,10.1,1.0,,,,,100.0,,,3.0,2.7,0.05,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,8/8/96 12:10,42.99,STORET DATA CONVERSION,7.39,13.7,0.2,1.0,145.0,0.58,2.0,0.22,0.18,2.0,0.4,0.02,0.01,,7.74,1.0,9.2,1.0,,,,,,,,4.0,,0.18,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,8/8/96 12:20,20.99,STORET DATA CONVERSION,7.49,16.4,3.2,1.0,165.0,0.64,2.0,0.04,0.44,2.0,0.2,0.01,0.01,,8.4,1.0,10.2,1.0,,,,,,,,3.0,,0.44,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,10/24/96 12:00,0.3,STORET DATA CONVERSION,7.7,17.5,6.3,1.0,145.0,0.44,2.0,0.04,0.24,2.0,0.2,0.01,0.01,,8.2,1.0,9.7,1.0,,,,,100.0,,,3.0,2.8,0.24,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,10/24/96 12:10,39.99,STORET DATA CONVERSION,7.37,16.0,2.4,1.0,105.0,0.69,2.0,0.16,0.29,2.0,0.4,0.02,0.01,,5.8,1.0,7.0,1.0,,,,,,,,3.0,,0.29,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,10/24/96 12:20,19.99,STORET DATA CONVERSION,7.5,17.0,5.0,1.0,150.0,0.53,2.0,0.07,0.23,2.0,0.3,0.01,0.01,,8.1,1.0,9.8,1.0,,,,,,,,3.0,,0.23,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,10/29/96 13:00,39.99,STORET DATA CONVERSION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,4/30/97 12:00,0.3,STORET DATA CONVERSION,,15.1,9.4,1.0,185.0,0.63,2.0,0.04,0.33,2.0,0.3,0.01,0.01,65.5,7.0,1.0,9.5,1.0,,,,,100.0,,,3.0,3.2,0.33,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,4/30/97 12:15,39.99,STORET DATA CONVERSION,8.1,7.2,2.5,1.0,149.0,0.68,2.0,0.04,0.48,2.0,0.2,0.01,0.01,,6.8,1.0,9.2,1.0,,,,,,,,3.0,,0.48,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,4/30/97 12:30,19.99,STORET DATA CONVERSION,7.8,9.7,7.8,1.0,135.0,0.53,2.0,0.04,0.43,2.0,0.1,0.01,0.01,,7.2,1.0,9.6,1.0,,,,,,,,3.0,,0.43,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,6/19/97 12:00,0.3,STORET DATA CONVERSION,8.8,24.4,9.4,1.0,140.0,0.52,2.0,0.04,0.12,2.0,0.4,0.01,0.01,58.9,5.4,1.0,7.3,1.0,,,,,100.0,,,3.0,2.8,0.12,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,6/19/97 12:15,42.99,STORET DATA CONVERSION,7.3,8.6,2.2,1.0,94.0,0.82,2.0,0.04,0.52,2.0,0.3,0.01,0.01,,5.0,1.0,6.8,1.0,,,,,,,,3.0,,0.52,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,6/19/97 12:30,20.99,STORET DATA CONVERSION,7.3,11.6,6.8,1.0,126.0,0.65,2.0,0.04,0.45,2.0,0.2,0.01,0.01,,6.8,1.0,9.1,1.0,,,,,,,,3.0,,0.45,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,8/7/97 12:00,0.3,STORET DATA CONVERSION,8.8,26.1,7.7,1.0,180.0,0.35,2.0,0.04,0.05,2.0,0.3,0.02,0.02,73.7,7.3,1.0,9.5,1.0,,,,,100.0,,,3.0,3.5,0.05,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,8/7/97 12:15,44.99,STORET DATA CONVERSION,7.2,15.2,2.5,1.0,150.0,0.71,2.0,0.21,0.21,2.0,0.5,0.02,0.02,,6.0,1.0,7.3,1.0,,,,,,,,4.0,,0.21,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,8/7/97 12:30,22.99,STORET DATA CONVERSION,7.4,15.7,4.2,1.0,150.0,0.63,2.0,0.04,0.43,2.0,0.2,0.01,0.02,,7.7,1.0,10.2,1.0,,,,,,,,3.0,,0.43,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,10/8/97 12:00,0.3,STORET DATA CONVERSION,8.7,22.3,8.44,1.0,160.0,0.25,2.0,0.04,0.05,2.0,0.2,0.02,0.01,62.6,7.0,1.0,9.0,1.0,,,,,100.0,,,3.0,3.3,0.05,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,10/8/97 12:10,41.99,STORET DATA CONVERSION,7.4,15.7,0.27,1.0,145.0,0.51,2.0,0.26,0.11,2.0,0.4,0.02,0.02,,6.9,1.0,8.4,1.0,,,,,,,,5.0,,0.11,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,10/8/97 12:20,20.99,STORET DATA CONVERSION,7.4,17.3,0.87,1.0,160.0,0.45,2.0,0.04,0.35,2.0,0.1,0.02,0.01,,7.8,1.0,9.9,1.0,,,,,,,,3.0,,0.35,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,10/8/97 12:30,41.99,STORET DATA CONVERSION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,4/29/98 12:00,0.3,STORET DATA CONVERSION,8.1,16.0,10.0,1.0,115.0,0.64,2.0,0.04,0.24,2.0,0.4,0.02,0.01,60.9,6.6,1.0,7.6,1.0,,,,,100.0,,,3.0,2.0,0.24,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,4/29/98 12:10,34.99,STORET DATA CONVERSION,7.7,7.0,7.0,1.0,105.0,0.79,2.0,0.04,0.49,2.0,0.3,0.02,0.01,,6.6,1.0,8.4,1.0,,,,,,,,3.0,,0.49,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,4/29/98 12:20,18.0,STORET DATA CONVERSION,7.8,9.0,8.0,1.0,120.0,0.64,2.0,0.04,0.44,2.0,0.2,0.01,0.01,,7.7,1.0,8.9,1.0,,,,,,,,3.0,,0.44,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,6/24/98 11:00,0.3,STORET DATA CONVERSION,8.6,27.6,8.7,1.0,140.0,0.45,2.0,0.04,0.05,2.0,0.4,0.01,0.02,52.7,5.9,1.0,7.9,1.0,,,,,100.0,,,3.0,3.1,0.05,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,6/24/98 11:10,45.99,STORET DATA CONVERSION,7.1,8.3,0.8,1.0,175.0,0.9,2.0,0.04,0.6,2.0,0.3,0.03,0.03,,5.0,1.0,6.2,1.0,,,,,,,,3.0,,0.6,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,6/24/98 11:20,22.99,STORET DATA CONVERSION,7.2,12.2,5.6,1.0,135.0,0.78,2.0,0.04,0.48,2.0,0.3,0.01,0.02,,7.6,1.0,10.1,1.0,,,,,,,,3.0,,0.48,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,10/1/98 12:00,0.3,STORET DATA CONVERSION,8.4,24.8,7.98,1.0,160.0,0.55,2.0,0.04,0.05,2.0,0.5,0.01,0.01,68.1,7.2,1.0,9.5,1.0,,,,,100.0,,,3.0,,0.05,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,10/1/98 12:00,1.0,STORET DATA CONVERSION,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,10/1/98 12:05,1.0,STORET DATA CONVERSION,,,,,,,,,,,,,,,,,,,,,,,,,2.26,,,,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,10/1/98 12:10,32.99,STORET DATA CONVERSION,6.9,17.7,0.12,1.0,145.0,0.58,2.0,0.32,0.08,2.0,0.5,0.03,0.02,,6.9,1.0,8.5,1.0,,,,,,,,6.0,,0.08,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,10/1/98 12:20,16.0,STORET DATA CONVERSION,6.8,18.9,1.23,1.0,150.0,0.57,2.0,0.04,0.27,2.0,0.3,0.02,0.01,,7.1,1.0,9.7,1.0,,,,,,,,3.0,,0.27,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,11/17/98,37.99,STORET DATA CONVERSION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,11/17/98 12:00,0.3,STORET DATA CONVERSION,7.4,15.8,7.3,1.0,130.0,0.45,2.0,0.07,0.15,2.0,0.3,0.01,0.01,72.0,8.6,1.0,9.8,1.0,,,,,100.0,,,3.0,2.7,0.15,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,11/17/98 12:10,37.99,STORET DATA CONVERSION,6.9,14.7,4.6,1.0,100.0,0.61,2.0,0.16,0.11,2.0,0.5,0.06,0.01,,6.0,1.0,7.9,1.0,,,,,,,,29.0,,0.11,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,11/17/98 12:20,19.0,STORET DATA CONVERSION,7.2,15.7,7.0,1.0,125.0,0.34,2.0,0.06,0.14,2.0,0.2,0.01,0.01,,7.0,1.0,9.3,1.0,,,,,,,,4.0,,0.14,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,11/17/98 12:30,37.99,STORET DATA CONVERSION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,10/28/99 13:30,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,5/26/99 12:10,34.0,,8.7,9.2,6.5,1.0,113.0,0.53,2.0,0.04,0.33,2.0,0.2,0.01,0.01,,8.7,1.0,10.9,1.0,,,,,,,,3.0,,0.33,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,6/16/99 12:10,42.0,,8.1,9.8,1.8,1.0,101.0,0.58,2.0,0.04,0.38,2.0,0.2,0.01,0.01,,7.9,1.0,9.4,1.0,,,,,,,,3.0,,0.38,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,7/26/99 12:00,0.3,,8.3,29.2,7.8,1.0,188.0,0.45,2.0,0.04,0.05,2.0,0.4,0.01,0.01,74.8,8.0,1.0,10.7,1.0,,,,,100.0,,1.13,3.0,2.6,0.05,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,7/26/99 12:20,22.0,,8.2,14.9,5.3,1.0,147.0,0.76,2.0,0.04,0.36,2.0,0.4,0.01,0.01,,7.4,1.0,9.3,1.0,,,,,,,,3.0,,0.36,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,8/16/99 12:10,44.0,,7.6,14.3,1.2,1.0,167.0,0.62,2.0,0.15,0.12,2.0,0.5,0.01,0.01,,7.2,1.0,8.7,1.0,,,,,,,,6.0,,0.12,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,10/28/99 13:00,0.3,,7.4,17.9,6.0,1.0,158.0,,2.0,0.04,0.14,2.0,,,0.01,,,,,,,,,,100.0,,,,3.1,0.14,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,10/28/99 13:10,33.0,,7.6,17.4,6.2,1.0,157.0,,2.0,0.04,0.11,2.0,,,0.01,,,,,,,,,,,,,,,0.11,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,5/26/99 12:00,0.3,,8.9,20.1,8.9,1.0,144.0,0.32,2.0,0.04,0.12,2.0,0.2,0.01,0.01,68.0,7.7,1.0,9.8,1.0,,,,,100.0,,6.32,3.0,2.3,0.12,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,5/26/99 12:20,17.0,,8.5,11.7,8.2,1.0,113.0,0.44,2.0,0.04,0.34,2.0,0.1,0.01,0.01,,8.7,1.0,10.8,1.0,,,,,,,,3.0,,0.34,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,6/16/99 12:20,21.0,,7.8,12.6,7.1,1.0,136.0,0.63,2.0,0.04,0.33,2.0,0.3,0.01,0.01,,9.1,1.0,10.9,1.0,,,,,,,,3.0,,0.33,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,7/26/99 12:10,44.0,,8.5,12.7,0.1,1.0,120.0,0.69,2.0,0.06,0.29,2.0,0.4,0.01,0.01,,9.4,1.0,9.8,1.0,,,,,,,,3.0,,0.29,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,8/16/99 12:00,0.3,,8.6,27.5,7.6,1.0,188.0,0.45,2.0,0.04,0.05,2.0,0.4,0.01,0.01,77.2,9.2,1.0,11.2,1.0,,,,,100.0,,2.73,3.0,2.8,0.05,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,8/16/99 12:20,22.0,,7.6,16.9,5.3,1.0,182.0,0.7,2.0,0.04,0.3,2.0,0.4,0.01,0.01,,17.1,1.0,28.2,1.0,,,,,,,,3.0,,0.3,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,10/28/99 13:20,16.0,,7.5,17.5,5.9,1.0,156.0,,2.0,0.04,0.14,2.0,,,0.01,,,,,,,,,,,,,,,0.14,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,6/16/99 12:00,0.3,,8.0,24.8,8.2,1.0,180.0,0.47,2.0,0.04,0.07,2.0,0.4,0.01,0.01,74.4,9.0,1.0,10.8,1.0,,,,,100.0,,2.07,3.0,3.7,0.07,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,4/20/00 12:50,18.0,,7.9,10.1,9.8,1.0,183.0,0.42,2.0,0.04,0.22,2.0,0.2,0.01,0.02,,9.5,1.0,12.2,1.0,,,,,,,,3.0,,0.22,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,4/20/00 12:30,0.3,,8.1,15.0,10.3,1.0,182.0,0.5,2.0,0.04,0.2,2.0,0.3,0.01,0.01,71.0,9.7,1.0,11.6,1.0,,,,,100.0,,2.17,3.0,,0.2,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,4/20/00 12:40,37.0,,8.0,7.4,7.6,1.0,163.0,0.53,2.0,0.04,0.23,2.0,0.3,0.01,0.02,,8.8,1.0,10.7,1.0,,,,,,,,3.0,,0.23,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,5/31/00 13:10,43.0,,8.0,9.8,4.0,1.0,105.0,0.62,2.0,0.04,0.32,2.0,0.3,0.03,0.01,,5.3,1.0,7.2,1.0,,,,,,,,34.0,,0.32,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,5/31/00 13:20,22.0,,7.8,12.1,8.2,1.0,135.0,0.48,2.0,0.04,0.28,2.0,0.2,0.01,0.01,,9.1,1.0,11.1,1.0,,,,,,,,3.0,,0.28,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,5/31/00 13:00,0.3,,8.6,21.6,10.5,1.0,170.0,0.39,2.0,0.04,0.09,2.0,0.3,0.01,0.01,71.0,9.5,1.0,11.3,1.0,,,,,100.0,,1.8,3.0,,0.09,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,10/25/00 12:40,40.0,,7.97,17.5,1.26,1.0,128.0,0.626,2.0,0.079,0.246,2.0,0.38,0.015,0.004,,7.5,1.0,8.8,1.0,,,,,,,,5.0,,0.246,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,10/25/00 12:50,20.0,,7.85,18.5,4.22,1.0,178.0,0.424,2.0,0.043,0.144,2.0,0.28,0.02,0.003,,9.0,1.0,10.3,1.0,,,,,,,,2.0,,0.144,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,10/25/00 12:30,0.3,,8.16,18.8,7.26,1.0,187.0,0.618,2.0,0.037,0.208,2.0,0.41,0.008,0.001,72.2,10.7,1.0,12.2,1.0,,,,,100.0,,1.21,2.0,,0.208,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
4ABWR002.50,Lower Blackwater River - SML,4/26/01 12:40,42.0,,8.34,7.36,8.36,1.0,118.0,0.41,2.0,0.04,0.21,2.0,0.2,0.01,0.02,,9.6,1.0,11.4,1.0,,,,,,,,2.0,,0.21,37.03888889,-79.61527778,RESERV,ATRND,Ambient Trend Station,
